,camis,inspection_date,dba,score_y,street
1776,40754765,2019-02-14,MORRIS PARK PIZZA,11.0,MORRIS PARK AVENUE
1777,41019083,2019-02-14,PEPPINO'S,12.0,3 AVENUE
1778,50047416,2019-02-14,PIZZA ON THE RUN,5.0,STILLWELL AVE
1779,41187642,2019-02-14,PRIMAVERA PIZZERIA,13.0,MORRIS PARK AVENUE
1780,50087602,2019-02-13,LUIGI'S,7.0,9TH AVE
1781,41215408,2019-02-13,MARTINIELLO'S IV PIZZERIA,2.0,COLLEGE POINT BOULEVARD
1782,50056222,2019-02-13,ANCHOR HEIGHTS,24.0,W 207TH ST
1783,40535297,2019-02-12,GIOVANNI 25,4.0,EAST   83 STREET
1784,40866340,2019-02-12,DOMINO'S,10.0,WEBSTER AVENUE
1785,40996005,2019-02-12,N & D PIZZA,12.0,AVENUE U
1786,50045600,2019-02-12,ANTICA TRATTORIA,10.0,FRESH POND RD
1788,50073053,2019-02-11,THREE BROTHERS PIZZERIA & RESTAURANT,10.0,VAN SICLEN AVE
1789,41374464,2019-02-11,DOMINO'S,2.0,BELL BOULEVARD
1791,50037937,2019-02-11,AEGEA WEST,11.0,NORTHERN BLVD
1792,50049322,2019-02-11,PREGO'S PIZZA,9.0,MACE AVE
1793,41237535,2019-02-11,PAPA JOHN'S,12.0,RALPH AVENUE
1794,40576044,2019-02-11,CIPRIANI DOWNTOWN RESTAURANT,4.0,WEST BROADWAY
1795,40923379,2019-02-09,JOE'S RESTAURANT,9.0,FOREST AVENUE
1796,50076353,2019-02-09,LOMBARDO'S OF BAY RIDGE CORP,11.0,71ST ST
1797,50070803,2019-02-09,HEIGHTS BAR & GRILL,12.0,CLASSON AVE
1799,40367841,2019-02-08,CAFE FIORELLO,11.0,BROADWAY
1800,40987470,2019-02-08,GROTTA AZZURRA,2.0,MULBERRY STREET
1801,50073488,2019-02-08,PAPA JOHNS,12.0,30TH AVE
1802,50008635,2019-02-08,MANGANARO'S HERO BOY,12.0,9TH AVE
1803,40593352,2019-02-07,S S CALABRO PIZZERIA,13.0,14 STREET
1804,41688479,2019-02-07,MADISON'S PIZZERIA,9.0,WOODWARD AVENUE
1805,41124515,2019-02-07,GIARDINO D'ORO,13.0,GOLD STREET
1806,50066529,2019-02-07,BRAVI RAGAZZI BK,22.0,PUTNAM AVE
1808,41594882,2019-02-07,LA NOSTRA PIZZERIA,13.0,2 AVENUE
1809,40370015,2019-02-07,BAMONTE'S RESTAURANT,7.0,WITHERS ST
1810,40746893,2019-02-07,DOMINO'S,10.0,NOSTRAND AVENUE
1811,50005723,2019-02-07,CARA MIA,7.0,9TH AVE
1812,50072815,2019-02-07,LA FONTANA SORELLENA,9.0,ANNADALE RD
1813,50082996,2019-02-07,NY 99 CENTS PIZZA,7.0,LAFAYETTE ST
1814,40398989,2019-02-07,FRESCO,12.0,EAST   52 STREET
1815,50063280,2019-02-06,ENZO'S OF ARTHUR AVE,12.0,ARTHUR AVE
1816,50017969,2019-02-06,LIOLA,10.0,149TH ST
1817,50080978,2019-02-06,MARIANNA'S PIZZA,12.0,HOLDEN BLVD
1818,50005275,2019-02-06,SAPORE DI ITALIA,8.0,HARMAN ST
1819,41231878,2019-02-06,IL BRIGANTE,12.0,FRONT STREET
1820,41293480,2019-02-06,CORONA PIZZA,7.0,108 STREET
1821,50041218,2019-02-06,LITTLE CAESARS,7.0,BROADWAY
1822,50046879,2019-02-06,FOLLIA,12.0,3RD AVE
1823,40388235,2019-02-06,LUCKY PIZZA,3.0,BRIDGE PLAZA SOUTH
1824,50045362,2019-02-05,LITTLE CAESARS,10.0,WYCKOFF AVE
1825,50001838,2019-02-05,ECCO RESTAURANT,8.0,CHAMBERS STREET
1827,41709760,2019-02-05,STELLA 34,7.0,WEST   34 STREET
1829,40783903,2019-02-05,GRADISCA RESTAURANT,19.0,WEST   13 STREET
1830,41394405,2019-02-05,LITTLE ITALY PIZZA,7.0,PARK PLACE
1831,41148473,2019-02-05,DEL POSTO RISTORANTE,13.0,10 AVENUE
1832,50066246,2019-02-05,PIZZA ROLLIO,10.0,W 18TH ST
1833,50061233,2019-02-05,ARTICHOKE BASILLE'S PIZZA,12.0,E 14TH ST
1835,41349544,2019-02-04,JERRY'S PIZZA,9.0,STARLING AVENUE
1836,41175577,2019-02-04,MARIO'S PIZZERIA,12.0,HOYT STREET
1837,50044629,2019-02-04,COME PRIMA,7.0,MADISON AVE
1838,50073659,2019-02-04,FAMOUS 99 C PIZZA,7.0,LUDLOW ST
1839,50057583,2019-02-02,NICANDRAS,4.0,IRVING AVE
1841,40639672,2019-02-01,ROMA PIZZA,4.0,ALLERTON AVE
1842,41021287,2019-02-01,VENICE PIZZA,4.0,BOWNE STREET
1843,50015534,2019-01-31,MANGIA FRESH KITCHEN,10.0,JEFFERSON BLVD
1844,50047769,2019-01-31,LITTLE CAESAR'S,5.0,W 125TH ST
1845,50012223,2019-01-30,PIZZA STUDIO,13.0,E FORDHAM RD
1846,40578773,2019-01-30,JOHN'S PIZZA,13.0,WEST   44 STREET
1847,50014519,2019-01-30,PAPA JOHN'S,11.0,E 204TH ST
1848,40742997,2019-01-29,DOMINO'S,12.0,KINGSBRIDGE AVENUE
1849,41377310,2019-01-29,IL POETA,12.0,METROPOLITAN AVENUE
1850,50034452,2019-01-29,BONO TRATTORIA,2.0,BROADWAY
1851,50085355,2019-01-29,SEPPE PIZZA BAR,4.0,NAVY PIER CT
1852,40617679,2019-01-28,CAPRI PIZZA RESTAURANT,8.0,WESTCHESTER AVENUE
1853,50072853,2019-01-28,VILLAGGIO,10.0,14TH RD
1854,50017280,2019-01-28,PIZZA ROLLIO,7.0,W 58TH ST
1855,50011968,2019-01-28,BONA PIZZA,11.0,FLATBUSH AVE
1856,50079978,2019-01-26,CONCETTINA,10.0,WILLETS POINT BLVD
1857,41038600,2019-01-26,LIBERTY PIZZA,12.0,MYRTLE AVENUE
1858,50084100,2019-01-26,CASA CONTE,13.0,COLUMBIA ST
1859,50006010,2019-01-25,BELLA GIOIA,12.0,4TH AVE
1860,50073305,2019-01-24,CHIMI PIZZA,10.0,NORTHERN BLVD
1861,40605180,2019-01-24,NOCELLO,13.0,WEST   55 STREET
1862,50050016,2019-01-24,The Smoking Pie,13.0,STEINWAY ST
1863,41409985,2019-01-24,ROSARIO PIZZA,3.0,CENTRAL AVENUE
1864,41632521,2019-01-24,PIZZA DADDY,9.0,BAY PARKWAY
1865,41050494,2019-01-24,DOMINO'S,9.0,ONDERDONK AVENUE
1866,50052407,2019-01-23,ZESTY PIZZA & SALUMERIA,10.0,3RD AVE
1867,41714339,2019-01-22,BUCA DI BEPPO,10.0,BROADWAY
1868,50049538,2019-01-22,99 CENTS TASTY HOT PIZZA,2.0,W 42ND ST
1869,41234126,2019-01-22,MAX RESTAURANT,27.0,DUANE STREET
1870,50070482,2019-01-22,BACICCIA RESTAURANT,8.0,7TH AVE
1871,40683948,2019-01-22,TRATTORIA L'INCONTRO,11.0,31 STREET
1872,50064086,2019-01-22,Little Italy,11.0,VARICK ST
1873,40588072,2019-01-19,CIRO'S PIZZA,9.0,BEACH CHANNEL DRIVE
1874,41009267,2019-01-18,UNDERGROUND PIZZA,9.0,WILLIAM STREET
1875,41712685,2019-01-17,MORINI RISTORANTE,5.0,MADISON AVENUE
1876,41291190,2019-01-17,LUCCA RESTAURANT,10.0,WESTCHESTER AVENUE
1877,50001258,2019-01-17,LOCANDA MARIELLA,10.0,6 AVENUE
1878,41014581,2019-01-17,LANDY PIZZERIA RESTAURANT,13.0,FT HAMILTON PARKWAY
1879,41251140,2019-01-17,TRATTORIA TRE COLORI,8.0,WEST   47 STREET
1880,50044891,2019-01-17,DOMINO'S,4.0,CROSS BAY BLVD
1881,40395239,2019-01-17,CAFE CARDINI,10.0,UNION TURNPIKE
1882,41260669,2019-01-17,MATTEO'S OF HOWARD BEACH,10.0,SHORE PARKWAY
1883,50085949,2019-01-16,AUNT BUTCHIES OF BROOKLYN,10.0,ARTHUR KILL RD
1884,40370994,2019-01-16,MAMMA LUCIA,9.0,FOSTER AVENUE
1885,40389732,2019-01-16,GIANDO,3.0,KENT AVENUE
1886,40402368,2019-01-16,NEW YORK RIFLE CLUB,4.0,MACDOUGAL STREET
1887,40678310,2019-01-16,BUREK'S PIZZA,3.0,FOREST AVENUE
1888,41232292,2019-01-16,PIZZA CHEF,12.0,WEST  235 STREET
1889,50008422,2019-01-15,LITTLE CAESARS,13.0,BEACH CHANNEL DR
1890,41659069,2019-01-15,FREDDY'S PIZZA,4.0,150TH ST
1891,41355657,2019-01-15,PRIMA PIZZA,3.0,BRADDOCK AVE
1893,50018950,2019-01-15,LUIGIS PIZZERIA,8.0,DEKALB AVE
1894,50037394,2019-01-15,KRAZY CHICKEN & PIZZA,5.0,MALCOLM X BLVD
1895,50085087,2019-01-14,BB PIZZA & DINE,7.0,SOUTHERN BLVD
1896,50067429,2019-01-14,L'ANGOLO RISTORANTE,13.0,DUANE ST
1897,40386569,2019-01-14,SAL AND CARMINE PIZZA,11.0,BROADWAY
1898,41579022,2019-01-14,BIRRERIA (EATALY),5.0,5 AVENUE
1899,40665359,2019-01-14,VIC'S,13.0,GREAT JONES ST
1900,50034110,2019-01-12,PAPA JOHN'S,11.0,31ST ST
1901,50072560,2019-01-12,PANORAMA STEAKHOUSE,13.0,86TH ST
1903,50085250,2019-01-11,NINOS AQ,9.0,DITMARS BLVD
1904,50070815,2019-01-11,BAR VELOCE,8.0,W 12TH ST
1905,50054116,2019-01-11,ALLORA,12.0,E 47TH ST
1906,41264944,2019-01-11,HARRY CIPRIANI,4.0,5 AVENUE
1907,50080327,2019-01-10,CHICAGO'S PIZZA WITH A TWIST,13.0,ATLANTIC AVE
1908,50058921,2019-01-10,PIERS PIZZA COMPANY,10.0,CHELSEA PIERS PIER
1909,50059298,2019-01-10,VINCENZO'S PIZZAS,13.0,UNION TPKE
1910,50076784,2019-01-10,R & T PIZZA,7.0,AMSTERDAM AVE
1911,41497741,2019-01-10,DONNA MARGHERITIA,11.0,2 AVENUE
1912,50071617,2019-01-09,BELLA PIZZA & GRILL,13.0,165TH ST
1913,50085148,2019-01-09,BEST PIZZA II,12.0,1ST AVE
1914,50009804,2019-01-09,PIE PIE PIZZA,5.0,COLUMBUS AVE
1915,50003299,2019-01-09,LEO'S PIZZA,2.0,36TH AVE
1917,41677849,2019-01-09,ILMULINO,9.0,EAST   60 STREET
1918,50086458,2019-01-09,PIZZA PLUS,12.0,SOUTH ST
1919,41292678,2019-01-09,BOCCA DI BACCO,13.0,9 AVENUE
1920,50040779,2019-01-09,WINE:34,12.0,E 34TH ST
1921,41368950,2019-01-09,GOTHAM PIZZA,2.0,9 AVENUE
1922,41506131,2019-01-09,IL PUNTO RISTORANTE,11.0,9 AVENUE
1923,50072484,2019-01-08,MIMMO,23.0,YORK AVE
1925,41358592,2019-01-08,ZERO OTTO NOVE TRATTORIA,12.0,ARTHUR AVENUE
1926,50004472,2019-01-08,PISILLO ITALIAN PANINI,10.0,NASSAU ST
1927,50060443,2019-01-08,ELIO'S FINE FOODS,12.0,MAIDEN LN
1928,50063020,2019-01-08,LITTLE ITALY PIZZA,12.0,6TH AVE
1929,40393570,2019-01-08,PASTA LOVERS TRATTORIA,13.0,WEST   49 STREET
1930,40389243,2019-01-08,DA TOMMASSO,10.0,EIGHTH AVENUE
1931,40389903,2019-01-07,QUEEN RESTAURANT,8.0,COURT STREET
1932,41533145,2019-01-07,SAL'S PIZZERIA,12.0,WYCKOFF AVENUE
1933,41496204,2019-01-04,ALITALIA PIZZA RESTAURANT,9.0,EAST TREMONT AVENUE
1934,41717500,2019-01-04,JOE'S PIZZA,2.0,EAST   14 STREET
1935,50081649,2019-01-03,PAULIE GEE SLICE JOINT,9.0,FRANKLIN ST
1936,40386303,2019-01-03,PIZZA PLUS,5.0,SEVENTH AVENUE
1937,50043976,2019-01-03,DELLA,10.0,PROSPECT AVE
1938,41242907,2019-01-03,CROSS BRONX PIZZERIA,11.0,CASTLE HILL AVE
1939,50011013,2019-01-03,MORGENSTERN'S FINEST ICE CREAM,12.0,BOWERY
1941,41072888,2019-01-02,ROSELLA'S PIZZERIA,12.0,WILLIAM STREET
1942,41056159,2019-01-02,LA MASSERIA,12.0,WEST   48 STREET
1943,40383496,2019-01-02,THE GROTTO,10.0,NEW STREET
1944,50078889,2019-01-02,SOLA LAB,11.0,BEEKMAN ST
1946,41536221,2018-12-31,HARWAY FOODS,11.0,HARWAY AVENUE
1947,41602165,2018-12-31,JO JO PIZZA,13.0,WESTCHESTER AVENUE
1950,41486332,2018-12-28,IL TRIANGOLO,9.0,CORONA AVENUE
1951,41017770,2018-12-28,GRAZIELLA'S,13.0,VANDERBILT AVENUE
1952,50071122,2018-12-28,DOMINOS PIZZA #3334,2.0,MERRICK BLVD
1953,50016118,2018-12-28,PAPA JOHN'S,10.0,SPRINGFIELD BLVD
1954,50035353,2018-12-28,LA PECORA BIANCA,10.0,BROADWAY
1955,40668681,2018-12-27,CASCARINO'S,8.0,10 AVENUE
1956,40742990,2018-12-27,DOMINO'S,7.0,MORRIS PARK AVENUE
1957,40386528,2018-12-27,ERIN'S ISLE,12.0,CROSS ISLAND PARKWAY
1958,50066909,2018-12-27,THE BELVEDERE CLUB,23.0,HOWARD AVE
1959,50056276,2018-12-27,PIZZA PARADISE,13.0,W 18TH ST
1960,50067825,2018-12-27,IL RICCIO RESTAURANT,9.0,E 79TH ST
1961,50071050,2018-12-26,DOMINO'S PIZZA,4.0,E 116TH ST
1962,50045353,2018-12-26,LITTLE ITALY PIZZA,13.0,FULTON ST
1963,40820348,2018-12-24,DOMINO'S,4.0,4 AVENUE
1964,40902084,2018-12-24,VICTORIA'S PIZZERIA,12.0,ROOSEVELT AVENUE
1965,50068074,2018-12-24,THWAITES PLACE PELHAM PIZZA,6.0,THWAITES PL
1966,40813992,2018-12-20,ACQUISTA TRATTORIA,12.0,UNION TURNPIKE
1967,41519432,2018-12-19,SAN MATTEO PIZZA ESPRESSO BAR,11.0,2 AVENUE
1968,40805500,2018-12-19,DOMINO'S,7.0,5 AVENUE
1969,40624802,2018-12-19,CAFFE BUON GUSTO,3.0,MONTAGUE STREET
1970,40396492,2018-12-19,ROYAL KING'S PIZZA,12.0,5 AVENUE
1971,50079171,2018-12-19,Pinocchio Restaurant,10.0,1ST AVE
1973,50002306,2018-12-18,DOMINO'S,11.0,WESTCHESTER AVE
1974,50078286,2018-12-18,BRICKLYN PIZZA,5.0,HANCOCK ST
1975,50018117,2018-12-18,NEAPOLITAN EXPRESS,2.0,WALL ST
1976,40365882,2018-12-18,NEW YORK PIZZA SUPREMA,12.0,8 AVENUE
1977,40624607,2018-12-18,FRANK,6.0,2 AVENUE
1978,41514447,2018-12-18,EL PAISANO PIZZERIA,11.0,E TREMONT AVE
1979,50074970,2018-12-17,PG PIZZA,3.0,E 167TH ST
1980,50085027,2018-12-17,PIZZERIA SAN DIEGO,12.0,E 180TH ST
1981,50074059,2018-12-17,ORTOBELLO'S,10.0,BAY PKWY
1982,41112470,2018-12-17,VILLA MIA PIZZA,2.0,3 AVENUE
1983,50009487,2018-12-17,LA BELLA PIZZA,13.0,SENECA AVE
1984,50065229,2018-12-13,PIATTO,7.0,50TH AVE
1987,50075728,2018-12-13,PAPA JOHN'S,12.0,STANLEY AVE
1988,50059380,2018-12-13,O & O PIZZA,7.0,EAST AVE
1989,50012708,2018-12-13,PIZZERIA DI MOLA,13.0,AVENUE O
1990,50010501,2018-12-13,99 CENT FRESH PIZZA,12.0,2ND AVE
1991,50000967,2018-12-13,WHEATED,12.0,CHURCH AVE.
1992,41707470,2018-12-13,VINO VOLO,12.0,JFK INT AIR PORT
1993,40386278,2018-12-13,VENICE PIZZA,12.0,UNIONPORT ROAD
1994,41006323,2018-12-13,PAPA JOHN'S,11.0,UNION TURNPIKE
1995,50050306,2018-12-13,DOLCE BROOKLYN,8.0,VAN BRUNT ST
1997,50047483,2018-12-13,LOVE AND DOUGH,13.0,JAY ST
1998,41148780,2018-12-13,DOMINO'S,13.0,NOSTRAND AVENUE
1999,40855120,2018-12-12,FRED'S AT BARNEY'S,13.0,MADISON AVENUE
2000,41459769,2018-12-12,VINNIE'S PIZZERIA,4.0,NASSAU AVENUE
2001,50033274,2018-12-12,BUSHWICK PIZZA PARTY,12.0,IRVING AVE
2002,50085164,2018-12-12,PRINCI,13.0,BROADWAY
2003,50013258,2018-12-12,JOE'S PIZZA AND PASTA RESTAURANT,10.0,JAMAICA AVE
2004,50008073,2018-12-12,tutto il giorno,7.0,FRANKLIN ST
2005,41370989,2018-12-11,CESTRA'S PIZZA,7.0,EAST TREMONT AVENUE
2006,50041215,2018-12-11,LITTLE CAESARS,3.0,SAINT NICHOLAS AVE
2007,41274186,2018-12-11,DIEGO'S PIZZA & RESTAURANT,11.0,JEROME AVENUE
2008,50049577,2018-12-11,99 CENT FRESH PIZZA,12.0,E 43RD ST
2009,50062623,2018-12-11,LUIGI'S PIZZA,13.0,BRIGHTON BEACH AVE
2010,41549862,2018-12-11,LUCIANO'S PIZZA,11.0,MORRIS PARK AVENUE
2011,41622411,2018-12-11,PATRICIA'S,13.0,EAST TREMONT AVENUE
2012,50000059,2018-12-11,BOARDWALK PIZZERIA RESTAURANT,12.0,ROCKAWAY BEACH BOULEVARD
2013,41485091,2018-12-10,BRAVO PIZZA,13.0,EAST   14 STREET
2014,50080431,2018-12-10,SAUCE AND SODA,11.0,WYCKOFF AVE
2015,41213163,2018-12-10,PAESANO'S,7.0,MULBERRY STREET
2016,50068334,2018-12-10,CAFFE MARCHIO/VINI E FRITTI,11.0,E 29TH ST
2017,40534177,2018-12-10,LA CUCINA,11.0,18 AVENUE
2018,50068816,2018-12-08,BROOKLYN PIZZA MARKET,13.0,SMITH ST
2019,50034105,2018-12-07,ALFIE'S PIZZA AND PASTA,13.0,117TH ST
2020,41319405,2018-12-07,CAFFE RUSTICO,5.0,149 STREET
2021,50062963,2018-12-06,GIOVANNI ITALIAN RESTAURANT,8.0,AVENUE U
2022,50055631,2018-12-06,ARMANI RISTORANTE,7.0,5TH AVE
2023,41716632,2018-12-06,PATSY'S PIZZERIA,9.0,UTOPIA PARKWAY
2024,50041686,2018-12-06,TRE FONTANE,12.0,AVENUE U
2025,50085353,2018-12-06,MIA PIZZA & SUBS,4.0,W BURNSIDE AVE
2027,50082094,2018-12-06,Archie's Delivery,8.0,GRAHAM AVE
2028,50085533,2018-12-06,JAY ST FRESH 99 CENTS PIZZA,4.0,JAY ST
2029,50085650,2018-12-05,IL PICCOLO RISTORO,5.0,W 28TH ST
2030,50033167,2018-12-05,LA VILLETTA,13.0,E 52ND ST
2031,50007215,2018-12-05,MARTINIELLO'S PIZZERIA,6.0,ROOSEVELT AVE
2032,50055066,2018-12-05,SISTINA,10.0,E 81ST ST
2033,41308105,2018-12-04,EMILIO'S PIZZA,10.0,WEST KINGSRIDGE ROAD
2034,50070162,2018-12-04,CHAMPION PIZZA,4.0,BEDFORD AVE
2035,41644987,2018-12-04,AMARONE RESTAURANT,13.0,9 AVENUE
2036,50067970,2018-12-04,MJ'S PIZZERIA,2.0,HILLSIDE AVE
2037,50080101,2018-12-04,BELLA PIZZA,2.0,PITKIN AVE
2038,50003382,2018-12-03,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,9.0,lexington avenue
2039,40576978,2018-12-03,MAMA CARMELA'S,9.0,30 AVENUE
2040,41538513,2018-12-03,ARTICHOKE BASILLE'S PIZZA & BAR,12.0,MACDOUGAL STREET
2041,50057031,2018-12-03,DOUGH BY LICASTRI,9.0,RICHMOND RD
2042,41484499,2018-12-03,FIAT CAFE,13.0,MOTT STREET
2044,41235443,2018-11-30,NIZZA,4.0,9 AVENUE
2045,40851852,2018-11-30,MOZZARELLA & VINO,12.0,WEST   54 STREET
2047,50084730,2018-11-29,SLICE & CO,7.0,E TREMONT AVE
2048,50009807,2018-11-28,VILLA ERASAMO,9.0,JUNIPER BLVD S
2049,50001500,2018-11-28,DOMINO'S,2.0,FRANCIS LEWIS BLVD
2050,50038022,2018-11-28,FAMOUS FAMIGLIA PIZZERIA,2.0,BROADWAY
2051,40564701,2018-11-28,DOMINO'S,5.0,1ST AVE
2052,50002431,2018-11-27,DUE AMICI,12.0,JFK INTERNATIONAL AIRPORT
2053,50070272,2018-11-27,KRAZY PIZZA AND WINGS,10.0,BROADWAY
2054,50053175,2018-11-27,CASA APICII,57.0,W 9TH ST
2055,50037645,2018-11-27,JOE'S PIZZA,2.0,BEDFORD AVE
2056,40398125,2018-11-27,LA LOCANDA RESTAURANT,9.0,GRAHAM AVENUE
2057,41083637,2018-11-27,ITALIA PIZZA,10.0,KINGS HIGHWAY
2058,40716271,2018-11-27,ROSARIO'S PIZZA,9.0,ORCHARD STREET
2059,50081437,2018-11-27,MISI,13.0,KENT AVE
2060,50049843,2018-11-27,BARTOW PIZZA,12.0,BARTOW AVE
2061,50079818,2018-11-27,OAK TUSCAN TRUFFLE LOUNGE,2.0,GREENWICH AVE
2063,50034249,2018-11-26,MARGHERITA,13.0,GRAND ST
2064,41590295,2018-11-26,RISTORANTE LUNA,8.0,MULBERRY STREET
2065,50082957,2018-11-26,THE PASTAGRAM,10.0,PEARL ST
2066,50011918,2018-11-26,BELLA DONNA PIZZA,7.0,54TH ST
2067,50058340,2018-11-26,LITTLE CAESARS,5.0,3RD AVE
2068,50005390,2018-11-26,JUMBO PIZZA,11.0,BROADWAY
2069,50001736,2018-11-26,TERRA,12.0,WEST BROADWAY
2070,50000309,2018-11-23,ARMANDO'S KITCHEN,12.0,ROCKAWAY PKWY
2071,41582081,2018-11-23,FELICE,10.0,1 AVENUE
2072,41604710,2018-11-23,LITTLE CAESARS,4.0,DECATUR AVENUE
2073,50005724,2018-11-21,LA PANINERIA,11.0,W 8TH ST
2074,41467424,2018-11-21,SINGAS FAMOUS PIZZA,4.0,108 STREET
2076,50070540,2018-11-20,99 CENTS FAMOUS PIZZA,10.0,E 28TH ST
2077,41120682,2018-11-20,SANT AMBROEUS,10.0,MADISON AVENUE
2078,40393985,2018-11-20,MANETTA'S RISTORANTE,5.0,JACKSON AVENUE
2079,40380996,2018-11-20,SMILING PIZZA,9.0,7 AVENUE
2080,40386999,2018-11-20,DUE,7.0,THIRD AVENUE
2081,50016844,2018-11-20,ROSE PIZZA,7.0,PENN PLAZA
2082,50072478,2018-11-20,PIZZA FACTORY,10.0,47TH AVE
2083,41640977,2018-11-19,SAL'S PIZZA,13.0,BAINBRIDGE AVENUE
2084,40849849,2018-11-19,FAMOUS BEN'S PIZZA OF SOHO,2.0,SPRING STREET
2085,41251791,2018-11-19,LUNA PIZZA,8.0,PARK ROW
2086,50013454,2018-11-19,DOMINO'S,12.0,W 8TH ST
2087,40365387,2018-11-19,ARTURO'S,9.0,WEST HOUSTON STREET
2088,50068762,2018-11-19,ANGELA'S PIZZA,9.0,FULTON ST
2089,50082730,2018-11-16,LITTLE CAESARS,6.0,BRUCKNER BLVD
2090,41542451,2018-11-16,LITTLE CAESARS,13.0,FLATLANDS AVENUE
2091,50070798,2018-11-16,LA MARGARITA PIZZERIA,11.0,LUDLOW ST
2092,40705052,2018-11-16,IL FORNETTO TRATTORIA CAFE,12.0,EMMONS AVENUE
2093,50070445,2018-11-14,PAPA JOHN'S PIZZA,5.0,WHITE PLAINS RD
2094,41341359,2018-11-14,FRANKLIN PIZZA,12.0,FRANKLIN STREET
2095,40949604,2018-11-14,CHEESY PIZZA,7.0,BROADWAY
2096,50071597,2018-11-14,CARDONCELLO DIVINO,8.0,W 27TH ST
2097,41635072,2018-11-14,ORIGINAL PUGLIA RISTORANTE ITALIANO,13.0,HESTER STREET
2098,41634314,2018-11-14,FAMOUS FAMIGLIA PIZZERIA,5.0,JFK INTERNATIONAL AIRPORT
2099,50033875,2018-11-14,ARIANA'S,10.0,S BRIDGE ST
2100,50013380,2018-11-13,PIZZA,13.0,HESTER ST
2101,50017938,2018-11-10,LILIA,11.0,UNION AVE
2102,50074145,2018-11-08,SPIGA TO GO,10.0,W 84TH ST
2103,41353384,2018-11-08,STEINWAY PIZZA RESTAURANT,12.0,STEINWAY STREET
2104,50053139,2018-11-08,BASIL BRICK OVEN,12.0,ASTORIA BLVD
2105,50083048,2018-11-08,UNO CHICAGO GRILL,12.0,4TH AVE
2106,50082402,2018-11-08,Mama Rosa Brick Oven Pizzeria,8.0,37TH AVE
2107,40783014,2018-11-08,CONVIVIUM OSTERIA,10.0,5 AVENUE
2110,50082220,2018-11-07,NEW TIMES SQUARE PIZZA,12.0,W 40TH ST
2111,40394258,2018-11-07,TOMMASO RESTAURANT,9.0,86 STREET
2112,41434872,2018-11-07,SAL & PAUL'S PIZZERIA,13.0,PITKIN AVENUE
2113,50045124,2018-11-07,DOLCE VITA,10.0,AVENUE N
2115,50040490,2018-11-07,SLICE,11.0,VERNON BLVD
2116,41719935,2018-11-07,BROCCOLINO,13.0,DEAN STREET
2117,50075633,2018-11-07,PAPA JOHN'S,2.0,GRAND ST
2118,50059366,2018-11-05,CICCIO CAFE,10.0,6TH AVE
2119,41101595,2018-11-05,ANGELO'S PIZZA,12.0,BROADWAY
2120,41579478,2018-11-05,HI-CLASS PIZZERIA & RESTAURANT,7.0,JERICHO TURNPIKE
2121,50072186,2018-11-05,SCAMPI,2.0,W 18TH ST
2122,40378571,2018-11-05,IL CANTINORI RESTAURAUNT,5.0,EAST   10 STREET
2123,50003625,2018-11-05,PEPE ROSSO SOCIAL,12.0,MOTT ST
2124,41666383,2018-11-01,BOCCA DI BACCO,9.0,9 AVENUE
2125,50071282,2018-10-31,GOTTA GETTA PIZZA,10.0,TOWNSEND AVE
2126,40865775,2018-10-31,FRATELLI PIZZA,12.0,162 STREET
2127,50053247,2018-10-30,FLORA,8.0,8TH AVE
2128,41718160,2018-10-30,CARBONE,12.0,THOMPSON STREET
2130,41549545,2018-10-30,IL SOGNO ITALIANO RISTORANTE,12.0,JEFFERSON BOULEVARD
2131,50084174,2018-10-30,RICHMOND FAMILY PIZZA,13.0,RICHMOND RD
2132,41174904,2018-10-30,TONY'S PIZZERIA,9.0,ARTHUR KILL ROAD
2133,40372694,2018-10-30,CLINTON RESTAURANT,12.0,CLINTONVILLE STREET
2134,41704620,2018-10-30,VELLA,60.0,2 AVENUE
2135,40999052,2018-10-29,ALLIGATOR LOUNGE,13.0,METROPOLITAN AVENUE
2136,50049007,2018-10-29,LENNY'S PIZZERIA,11.0,NOSTRAND AVE
2137,50016817,2018-10-29,TWO BOOTS,9.0,5TH AVE
2139,41715402,2018-10-29,PICCOLA CUCINA,12.0,SPRING STREET
2140,50076577,2018-10-26,BROOKLYN PIZZA MASTERS,10.0,1ST AVE
2141,41456879,2018-10-26,RAY'S PIZZA,9.0,2 AVENUE
2142,40867120,2018-10-26,GINA'S PIZZA,12.0,QUEENS BOULEVARD
2143,50043798,2018-10-25,DOMINO'S,12.0,QUEENS BLVD
2144,40369262,2018-10-25,JOHN'S PIZZERIA,11.0,GRAND AVENUE
2145,40840790,2018-10-25,ORIGINAL PIZZA,9.0,RALPH AVENUE
2146,50081443,2018-10-25,CAPTAINS PIZZERIA AND RESTAURANT,10.0,MORRIS PARK AVE
2147,40368526,2018-10-25,FROST RESTAURANT,12.0,FROST STREET
2148,50014941,2018-10-25,DOMINO'S,7.0,CORTELYOU RD
2149,41559082,2018-10-25,WOODSIDE PIZZA,13.0,60 STREET
2150,41630072,2018-10-25,VALBELLA MIDTOWN,11.0,MADISON AVENUE
2151,50017891,2018-10-25,PAPA JOHN'S,10.0,NOSTRAND AVE
2152,50072540,2018-10-25,DARIO PIZZA,5.0,FLATBUSH AVE
2153,50063811,2018-10-25,TRAMEZZINI NYC,7.0,E HOUSTON ST
